"","Outcome_M1","Outcome_M2","Outcome_M3","Outcome_M4","Outcome_M5","Outcome_M6","Outcome_M7","Outcome_M8","Outcome_M9","Outcome_M10","Outcome_M11","Outcome_M12","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_8","Quan_9","Cat_467","Cat_469","Cat_470","Cat_494","Cat_501","Quan_27","Cat_513","Quan_10","Quan_11","Quan_13","Quan_14","Quan_16","Cat_110","Cat_349","Cat_403","Cat_498","Quan_7","Cat_220","Cat_4","Quan_18","Cat_359","Cat_388","Quant_24","Quant_25","Date_1","Cat_2","Cat_3","Cat_15","Cat_139","Cat_245","Cat_392","Cat_484","Cat_162","Cat_210","Cat_216","Cat_400","Cat_466","Day_Of_Year_1","Cat_6","Quan_17","Cat_404","Quan_28"
"373",8000,6000,3000,2000,2000,2000,5000,2000,2000,500,2000,2000,7900,62,940341,34,10,34,34,"1","0","0","1","0",0,"0",20,8,20,20,0,"2","0","0","0",8,"0","763",0,"0","0",167,167,3101,"60","38","4","0","0","0","0","0","0","0","0","0",361.625,"11",2,"0",0
"374",23000,6000,2000,2000,2000,2000,2000,2000,500,500,500,2000,8100,67,40535,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","47",0,"0","0",0,0,1953,"16","34","2","0","0","0","0","0","0","0","1","0",309.375,"23",0,"0",0
"375",3000,13000,2000,2000,2000,2000,2000,500,2000,500,500,500,6100,79,631407,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","156",0,"0","0",0,0,2519,"45","100","4","0","0","0","0","0","0","0","1","0",144.875,"11",0,"0",0
"376",52000,48000,10000,5000,5000,2000,2000,3000,2000,2000,3000,500,9000,185,744808,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,32,"0","0","0","0",0,"0","444",0,"0","0",0,0,2614,"42","274","1","0","0","0","0","0","0","0","1","0",239.875,"2",0,"0",0
"377",55000,10000,5000,10000,29000,6000,5000,2000,2000,2000,2000,500,8100,55,1503860,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"2","39",0,"0","2",32,32,2051,"17","30","3","0","0","0","0","2","2","2","0","0",42.125,"22",4,"0",0
"378",2000,2000,500,2000,500,500,500,500,500,500,500,500,5400,36,37394,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","312",0,"0","0",79,79,2086,"26","48","2","0","0","0","0","0","0","0","0","0",77.125,"10",2,"0",0
"379",119000,118000,10000,10000,5000,3000,3000,5000,5000,5000,3000,2000,8800,126,649910,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"4","0","1","0",0,"0","410",8,"0","0",4,4,2877,"16","153","1","0","0","0","0","0","0","0","1","0",137.625,"2",2,"0",0
"380",5000,3000,2000,500,2000,3000,500,2000,2000,500,500,500,5900,30,220062,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","266",0,"0","0",0,0,2029,"17","30","3","0","0","0","0","2","2","0","0","0",20.125,"13",0,"0",0
"381",2000,2000,500,500,500,500,500,500,500,500,500,500,4800,11,75453,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,30,"0","0","0","0",0,"0","618",0,"0","0",0,0,2582,"3","362","3","0","0","0","0","2","2","0","0","0",207.875,"5",0,"0",0
"382",26000,3000,2000,2000,2000,2000,500,2000,3000,2000,2000,2000,6700,117,0,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","42",0,"0","0",0,0,2653,"16","33","1","0","0","0","0","0","0","0","1","0",278.875,"11",0,"0",0
"383",11000,2000,2000,2000,500,500,2000,2000,2000,2000,2000,2000,7500,58,360652,8,2,8,8,"0","0","0","0","0",1,"0",4,2,4,4,12,"0","0","0","0",2,"0","264",0,"0","0",0,0,2891,"53","107","3","0","0","0","0","0","0","0","1","0",151.625,"13",2,"0",0
"384",155000,97000,27000,15000,11000,3000,13000,21000,8000,8000,8000,3000,9400,142,2363963,0,0,0,0,"1","2","1","1","0",0,"0",0,0,0,0,16,"3","2","1","0",0,"0","646",0,"0","0",0,0,3059,"41","75","17","0","0","0","0","0","2","0","1","0",319.625,"11",0,"0",0
"385",3000,2000,500,2000,500,500,500,500,500,500,500,500,6500,54,94125,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","356",0,"0","0",0,0,2275,"45","218","1","0","0","0","0","0","0","0","0","0",266.125,"10",0,"0",0
"386",2000,2000,500,500,500,500,2000,500,500,500,500,500,7400,46,228284,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","8",0,"0","0",40,40,2366,"3","226","3","0","0","0","0","2","2","0","0","0",357.125,"7",2,"0",0
"387",2000,500,500,500,500,500,500,2000,500,500,500,500,4900,59,12871,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","456",0,"0","0",0,0,2597,"61","279","1","0","0","0","0","0","0","0","1","0",222.875,"10",0,"0",0
"388",8000,10000,2000,2000,3000,2000,2000,2000,500,500,500,500,5400,91,214370,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","254",0,"0","0",2,0,2067,"42","161","2","0","0","0","0","0","0","0","0","0",58.125,"10",0,"0",0
"389",2000,500,500,2000,500,500,500,500,500,500,500,500,3500,5,22501,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","386",0,"0","0",0,0,2436,"4","6","3","0","0","0","0","2","0","2","0","0",61.875,"12",0,"0",0
"390",27000,5000,2000,2000,2000,500,2000,2000,2000,500,500,500,8200,89,397585,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","55",0,"0","0",0,0,1610,"19","39","1","0","0","0","0","0","0","0","1","0",331.625,"27",0,"0",0
"391",11000,11000,3000,2000,2000,2000,2000,2000,500,500,500,500,7900,97,352519,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","541",0,"0","0",0,0,2506,"7","57","4","0","0","0","0","0","0","0","1","0",131.875,"11",0,"0",0
"392",2000,2000,2000,500,500,500,500,500,500,2000,2000,500,5900,44,373752,42,1,42,42,"0","0","0","0","0",0,"0",22,0,22,22,0,"0","0","0","0",23,"0","1350",0,"0","0",0,0,3325,"9","16","3","0","0","0","0","0","0","0","1","0",220.375,"65",4,"0",0
"393",13000,3000,2000,2000,500,500,2000,500,500,500,500,500,8600,84,114820,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","374",12,"0","0",43,43,2347,"56","142","3","0","0","0","0","0","0","0","1","0",338.125,"13",0,"0",0
"394",5000,3000,2000,500,2000,500,500,500,500,500,500,500,6100,92,305595,26,9,26,26,"1","0","0","0","0",0,"0",22,8,22,22,12,"2","0","0","0",12,"0","252",0,"0","0",0,0,3150,"19","39","1","0","0","0","0","0","0","0","1","0",45.375,"2",2,"0",0
"395",2000,5000,19000,3000,3000,2000,2000,500,500,500,500,500,6100,5,227165,13,1,13,13,"0","0","0","0","0",0,"0",2,0,2,2,0,"0","0","0","0",8,"0","382",0,"0","0",0,0,3220,"5","9","2","0","0","0","0","2","0","0","0","0",115.375,"55",4,"0",0
"396",145000,27000,11000,19000,63000,10000,6000,3000,2000,2000,2000,2000,8300,77,1503860,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"2","39",0,"0","2",32,32,2051,"17","30","3","0","0","0","0","2","2","2","1","2",42.125,"22",4,"0",0
"397",3000,6000,2000,2000,2000,500,500,500,500,500,500,500,6400,100,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","496",0,"0","0",0,0,2639,"31","299","2","0","0","0","0","0","0","0","1","0",264.875,"11",0,"0",0
"398",527000,52000,56000,74000,11000,10000,6000,6000,3000,6000,5000,5000,9000,136,2180621,0,0,0,0,"1","0","0","1","0",0,"0",0,0,0,0,16,"4","0","0","1",0,"0","243",16,"0","0",0,0,3178,"7","154","17","0","0","0","0","0","0","0","1","0",73.375,"2",4,"0",0
"399",10000,10000,2000,2000,2000,2000,500,500,2000,2000,2000,500,7900,106,538747,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","448",0,"0","0",0,0,2508,"16","35","2","0","0","0","0","0","0","0","1","0",133.875,"20",0,"0",0
"400",18000,11000,3000,2000,2000,2000,2000,2000,3000,2000,2000,500,9100,80,262738,15,3,15,15,"0","0","0","0","0",0,"0",7,2,7,7,8,"0","0","0","0",4,"0","32",0,"0","0",35,35,3038,"13","23","2","0","2","0","0","0","0","0","1","0",298.625,"18",2,"0",0
"401",3000,5000,13000,2000,3000,2000,2000,500,500,500,2000,500,8200,87,1815872,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","128",0,"0","0",98,98,2492,"42","78","2","0","0","0","0","0","0","0","1","0",117.875,"17",4,"0",0
"402",2000,2000,500,500,500,2000,2000,500,500,500,500,500,6800,50,598947,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","244",0,"0","0",5,0,2001,"16","155","4","0","0","0","0","0","0","0","0","0",357.375,"11",0,"0",0
"403",3000,6000,2000,2000,2000,500,2000,500,500,2000,500,500,7700,57,1153618,38,0,38,38,"0","0","0","0","0",0,"0",14,0,14,14,8,"2","0","0","0",17,"0","860",0,"0","0",0,0,2863,"5","10","4","0","0","0","0","0","0","0","0","0",123.625,"50",4,"0",0
"404",3000,2000,500,500,500,500,500,500,500,500,500,500,7100,7,0,1,1,1,1,"1","0","0","1","0",0,"0",1,1,1,1,0,"0","0","0","0",0,"0","854",0,"0","0",34,0,3038,"82","270","2","0","0","0","0","0","0","0","1","0",298.625,"44",0,"0",0
"405",2000,500,500,500,500,500,500,500,500,500,500,500,6900,52,25475,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","158",0,"0","0",20,20,2716,"45","88","3","0","0","0","0","2","0","0","0","0",341.875,"7",4,"0",0
"406",3000,3000,2000,500,2000,500,500,500,500,500,500,500,5700,50,77366,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","226",0,"0","0",34,34,2065,"9","143","2","0","0","0","0","0","0","0","0","0",56.125,"10",2,"0",0
"407",21000,8000,5000,3000,2000,2000,3000,500,2000,2000,2000,2000,8100,72,394304,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"2","44",0,"0","0",0,0,2715,"17","30","3","0","0","0","0","2","2","2","1","0",340.875,"24",4,"0",0
"408",2000,500,500,500,500,500,500,500,500,500,500,500,7600,57,135646,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,6,"0","0","0","0",0,"0","282",0,"0","0",30,30,2107,"45","179","9","0","0","0","0","0","2","0","0","0",98.125,"13",2,"0",0
"409",5000,21000,6000,6000,3000,2000,2000,2000,2000,2000,2000,2000,3500,6,47904,42,2,42,42,"0","0","0","0","0",0,"0",5,0,5,5,0,"0","0","0","0",37,"0","1193",0,"0","0",0,0,3243,"60","391","3","0","0","0","0","0","0","0","0","0",138.375,"30",2,"0",0
"410",2000,500,500,500,500,500,500,500,500,500,500,500,6000,7,0,1,0,1,1,"0","0","0","0","0",0,"0",1,0,1,1,8,"0","0","0","0",0,"0","677",0,"0","0",0,0,2884,"27","46","2","0","0","0","0","0","0","0","1","0",144.625,"52",16,"0",0
"411",5000,3000,500,2000,500,2000,500,500,500,2000,2000,500,8100,53,603869,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","153",0,"2","0",0,0,2268,"45","98","1","0","0","0","0","0","0","0","0","0",259.125,"10",0,"0",0
"412",3000,10000,5000,5000,3000,2000,2000,2000,2000,500,500,500,6800,13,685970,48,2,48,48,"0","0","0","0","0",0,"0",5,0,5,5,4,"0","0","0","0",30,"0","1134",0,"0","0",0,0,3229,"53","46","3","0","0","0","0","0","0","0","1","0",124.375,"80",0,"0",0
"413",13000,15000,6000,5000,3000,5000,3000,5000,2000,3000,3000,2000,8800,141,873287,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","87",8,"0","0",80,80,1421,"7","20","4","0","0","0","0","0","0","0","1","0",142.625,"13",2,"0",0
"414",2000,500,500,500,2000,500,500,500,500,500,500,500,7500,66,312,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","891",0,"0","0",0,0,3248,"9","96","2","0","0","0","0","0","0","0","1","0",143.375,"11",0,"0",0
"415",2000,500,500,500,500,500,500,500,500,500,500,500,5500,16,64356,2,0,2,2,"0","0","0","0","0",0,"0",2,0,2,2,0,"0","0","0","0",0,"0","281",0,"0","0",12,12,2877,"60","304","2","0","0","0","0","0","0","0","0","0",137.625,"51",4,"0",0
"416",10000,5000,8000,2000,2000,3000,2000,2000,2000,2000,2000,2000,7500,59,0,23,7,23,23,"1","2","0","0","0",0,"0",6,2,6,6,2,"0","0","0","0",7,"0","422",0,"0","0",42,42,3213,"176","264","12","0","0","0","0","0","0","0","0","0",108.375,"18",2,"0",0
"417",2000,2000,2000,2000,500,500,500,500,500,500,500,500,4000,18,114640,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"2","0","0","0",0,"0","256",0,"0","0",9,9,2107,"60","162","4","0","0","0","0","0","0","0","0","0",98.125,"20",4,"0",0
"418",2000,2000,3000,2000,500,500,500,500,500,500,500,500,6000,18,299523,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","196",0,"0","0",0,4,1722,"28","114","4","0","0","0","0","0","0","0","0","0",78.375,"11",4,"0",0
"419",18000,5000,2000,2000,2000,5000,3000,2000,2000,2000,2000,2000,7900,81,123327,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,4,"0","0","1","0",0,"0","43",0,"0","0",0,7,1646,"16","34","2","0","0","0","0","0","0","0","1","0",2.375,"23",0,"0",0
"420",5000,3000,500,500,2000,500,500,500,500,500,500,500,7800,70,381,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"2","428",0,"0","0",0,0,2429,"84","267","2","0","0","0","0","0","0","0","1","0",54.875,"44",0,"0",0
"421",2000,2000,500,500,500,500,2000,2000,500,500,500,500,5900,94,317271,6,2,6,6,"0","0","0","0","0",0,"0",4,2,4,4,0,"0","0","0","0",2,"0","564",0,"0","0",0,0,2940,"13","335","2","0","0","0","0","0","0","0","1","0",200.625,"2",0,"0",0
"422",74000,29000,18000,23000,11000,10000,8000,5000,5000,13000,8000,6000,9300,156,922361,0,0,0,0,"1","0","1","1","0",4,"0",0,0,0,0,0,"0","0","1","1",0,"0","1",0,"0","0",20,0,1539,"1","1","1","0","0","0","0","0","0","0","1","0",260.625,"1",0,"0",0
"423",2000,5000,500,500,500,500,500,500,500,500,500,500,5100,30,308925,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","212",0,"0","0",0,0,2142,"28","132","1","0","0","0","0","0","0","0","1","0",133.125,"10",0,"0",0
"424",2000,500,500,500,500,500,500,500,500,500,500,500,5300,4,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","890",0,"0","0",0,0,2863,"5","9","2","0","0","0","0","0","0","0","0","0",123.625,"2",0,"0",0
"425",2000,2000,500,500,500,500,500,500,500,500,500,500,5000,8,180029,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","481",0,"0","0",0,0,2499,"4","9","2","0","0","0","0","0","0","0","0","0",124.875,"2",0,"0",0
"426",8000,5000,500,500,500,2000,500,2000,500,500,500,500,5400,83,540020,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","20",0,"0","0",3,0,1596,"5","14","2","0","0","0","0","0","0","0","0","0",317.625,"10",0,"0",0
"427",2000,2000,500,500,500,500,500,500,500,500,500,500,7500,49,0,1,1,1,1,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","833",0,"0","0",0,0,2968,"144","449","2","0","0","0","0","0","0","0","0","0",228.625,"54",0,"0",0
"428",2000,2000,500,2000,500,500,500,500,500,500,500,500,6400,34,19555,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"2","0","0","0",0,"0","151",0,"0","0",0,0,2450,"28","97","2","0","0","0","0","0","0","0","0","0",75.875,"14",2,"0",0
"429",10000,2000,2000,500,500,2000,3000,500,500,500,500,500,7000,50,87643,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","218",16,"0","0",0,0,1981,"28","136","1","0","0","0","0","0","0","0","0","0",337.375,"2",0,"0",0
"430",8000,16000,3000,2000,2000,2000,2000,2000,2000,500,500,500,4800,67,315645,46,1,46,46,"0","0","0","0","0",0,"0",7,1,7,7,4,"2","0","0","0",36,"0","1122",0,"0","0",17,17,3229,"45","100","3","0","0","0","0","0","0","0","0","0",124.375,"17",4,"0",0
"431",16000,10000,3000,3000,2000,2000,5000,3000,3000,6000,2000,3000,7500,61,257699,37,13,37,37,"0","0","0","0","0",0,"0",27,10,27,27,0,"2","0","0","0",4,"0","79",0,"0","0",124,124,3367,"29","38","4","0","0","0","0","0","0","0","1","0",262.375,"11",2,"0",0
"432",2000,2000,500,2000,500,500,500,500,500,500,500,500,0,2,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","760",0,"0","0",0,0,2807,"5","194","2","0","0","0","0","0","0","0","0","0",67.625,"9",0,"0",0
"433",32000,18000,23000,10000,18000,13000,8000,6000,10000,6000,2000,2000,8300,49,411958,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,10,"0","0","0","0",0,"0","6",0,"0","0",30,30,2471,"3","4","3","0","0","0","0","2","2","2","1","0",96.875,"4",4,"0",0
"434",2000,500,500,500,500,500,500,500,500,500,500,500,5200,68,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","549",0,"0","0",0,0,2613,"105","329","2","0","0","2","0","0","0","0","1","0",238.875,"2",0,"0",0
"435",2000,2000,500,500,500,500,500,500,500,500,500,500,7600,39,0,2,1,2,2,"1","0","0","1","0",0,"0",1,1,1,1,2,"2","0","0","1",1,"0","841",0,"0","0",5,5,3101,"82","454","12","0","0","0","0","0","0","0","1","0",361.625,"15",2,"0",0
"436",2000,500,2000,500,500,500,2000,500,500,500,500,500,7000,30,22522,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","451",0,"0","0",0,0,2849,"7","277","2","0","0","0","0","0","0","0","1","0",109.625,"52",4,"0",0
"437",10000,3000,2000,2000,500,500,2000,500,500,500,500,500,8600,56,114820,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","374",0,"0","0",43,43,2347,"56","142","3","0","0","0","0","0","0","0","1","0",338.125,"13",0,"0",0
"438",10000,6000,2000,2000,2000,2000,6000,3000,5000,2000,6000,2000,7000,61,513190,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"2","0","0","0",0,"0","123",0,"0","0",12,12,2371,"5","10","2","0","0","0","0","0","0","0","0","0",362.125,"37",2,"0",0
"439",11000,5000,11000,5000,3000,3000,2000,2000,3000,2000,2000,2000,8100,49,18034,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","48",0,"0","0",621,621,2107,"17","32","9","0","0","0","0","2","2","2","0","0",98.125,"26",4,"0",0
"440",3000,3000,2000,2000,2000,500,500,500,500,500,500,500,8300,69,14306,8,4,8,8,"0","0","0","0","0",0,"0",2,2,2,2,12,"0","0","0","0",3,"0","1010",0,"0","0",24,0,3186,"56","142","3","0","0","0","0","2","0","0","0","0",81.375,"13",0,"0",0
"441",2000,500,500,500,500,500,500,500,500,500,500,500,5700,29,8895,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","372",0,"0","0",0,0,2365,"75","228","4","0","0","0","0","0","0","0","1","0",356.125,"23",0,"0",0
"442",3000,6000,3000,2000,2000,2000,2000,500,500,500,2000,2000,7700,119,241135,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","218",12,"0","0",2,0,2737,"28","136","1","0","0","0","0","0","0","0","1","0",362.875,"2",0,"0",0
"443",63000,34000,6000,8000,3000,2000,2000,2000,500,500,2000,500,8700,128,1749217,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,60,"3","0","0","0",0,"0","129",0,"0","0",0,0,2499,"42","79","1","0","0","0","0","0","0","0","1","0",124.875,"2",0,"0",0
"444",19000,6000,8000,5000,5000,3000,3000,2000,2000,3000,2000,2000,9200,80,922361,0,0,0,0,"1","2","1","1","0",3,"0",0,0,0,0,0,"0","0","1","1",0,"0","1",0,"0","0",20,0,1904,"1","1","1","0","0","0","0","0","0","0","1","0",260.375,"1",0,"0",0
"445",2000,500,500,500,500,500,500,500,500,500,500,500,6200,47,4315,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","642",0,"0","0",40,40,2814,"28","379","2","0","0","0","0","0","0","0","0","0",74.625,"14",0,"0",0
"446",2000,500,500,500,500,500,500,500,500,500,500,500,6000,5,152120,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","174",0,"0","0",30,30,2842,"53","406","3","0","0","0","0","0","0","0","0","0",102.625,"17",2,"0",0
"447",5000,2000,500,500,500,500,500,500,500,2000,500,500,6300,83,334974,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","455",0,"0","0",2,0,2639,"60","278","1","0","0","0","0","0","0","0","0","0",264.875,"2",0,"0",0
"448",2000,2000,500,500,500,500,500,500,500,500,500,500,7500,27,6274,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"2","0","0","0",0,"0","47",0,"0","0",0,0,2638,"16","34","2","0","0","0","0","0","0","0","0","0",263.875,"23",0,"0",0
"449",13000,10000,3000,2000,2000,2000,2000,5000,2000,2000,2000,2000,8100,111,670440,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","725",0,"0","0",0,0,3066,"42","411","20","0","0","0","0","0","0","0","1","0",326.625,"17",4,"0",0
"450",2000,3000,2000,2000,2000,2000,500,500,500,500,500,500,7700,48,6274,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"2","0","0","0",0,"0","47",0,"0","0",0,0,2506,"16","34","2","0","0","0","0","0","0","0","1","0",131.875,"23",0,"0",0
"451",11000,3000,2000,500,500,500,2000,3000,500,2000,500,500,6200,59,746269,0,0,0,0,"1","0","0","1","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","18",0,"0","0",0,0,1949,"5","8","2","0","0","2","0","0","0","0","1","0",305.375,"11",0,"0",0
"452",18000,5000,2000,2000,2000,3000,2000,2000,2000,500,500,2000,7100,94,123467,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,12,"2","0","0","0",0,"0","152",0,"0","0",0,0,1652,"45","97","2","0","0","0","0","0","0","0","1","0",8.375,"14",6,"0",0
"453",15000,2000,2000,3000,2000,2000,2000,2000,500,500,500,2000,7600,89,90686,33,10,33,33,"0","0","0","0","0",0,"0",19,7,19,19,0,"0","0","0","0",17,"0","18",0,"0","0",4,0,3171,"5","131","2","0","0","0","0","0","0","0","1","0",66.375,"10",0,"0",0
"454",3000,500,500,2000,500,500,500,500,500,500,500,500,7600,71,4538,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"3","0","0","0",0,"0","655",0,"0","0",0,0,3171,"28","385","19","0","0","0","0","0","0","0","1","0",66.375,"23",0,"0",0
"455",8000,8000,18000,8000,3000,2000,500,2000,3000,500,500,500,8200,77,242674,31,4,31,31,"0","0","0","0","0",0,"0",9,2,9,9,7,"0","0","0","0",13,"0","48",0,"0","0",199,199,3038,"17","32","3","0","0","0","0","2","2","2","0","0",298.625,"26",2,"0",0
"456",37000,3000,3000,2000,500,2000,2000,2000,2000,500,500,500,8300,101,673497,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,0,"0","0","1","0",0,"0","274",0,"0","0",0,0,2527,"28","114","2","0","0","0","0","0","0","0","1","0",152.875,"20",0,"0",0
"457",2000,500,500,500,500,500,500,500,500,500,500,500,5400,3,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","863",0,"0","0",9,9,2856,"5","104","3","0","0","0","0","0","0","0","0","0",116.625,"17",4,"0",0
"458",5000,500,500,2000,500,2000,500,500,500,500,500,500,6100,38,391657,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","388",0,"0","0",32,32,2443,"31","237","2","0","0","0","0","0","0","0","0","0",68.875,"33",4,"0",0
"459",2000,2000,500,2000,2000,500,500,500,500,500,500,500,5500,50,55958,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"2","0","1","0",0,"0","67",0,"0","0",26,26,1722,"26","48","2","0","0","0","0","0","0","0","1","0",78.375,"10",4,"0",0
"460",10000,8000,2000,2000,2000,2000,3000,500,500,500,500,500,6200,93,341566,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","305",0,"0","0",10,13,2730,"5","227","2","0","0","0","0","0","0","0","1","0",355.875,"10",0,"0",0
"461",13000,11000,24000,8000,8000,6000,5000,3000,5000,3000,3000,5000,8100,73,883301,0,0,0,0,"0","2","1","0","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","413",0,"0","0",46,46,2485,"6","75","2","0","0","0","0","0","0","0","1","0",110.875,"17",0,"0",0
"462",3000,11000,3000,5000,5000,2000,500,500,500,500,500,500,7400,33,0,4,3,4,4,"0","0","0","0","0",0,"0",1,0,1,1,2,"0","0","0","0",2,"0","201",0,"0","0",325,325,2877,"17","32","3","0","0","0","0","2","2","2","0","0",137.625,"4",4,"0",0
"463",5000,3000,500,500,2000,2000,500,2000,500,2000,2000,500,5700,42,181085,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","715",0,"0","0",43,43,2870,"9","408","2","2","2","0","0","0","0","0","0","0",130.625,"18",2,"0",0
"464",35000,32000,6000,5000,3000,2000,2000,2000,2000,500,500,500,8900,110,674410,0,0,0,0,"1","2","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","81",8,"0","0",310,310,1974,"7","55","5","0","0","0","0","0","0","0","1","0",330.375,"13",2,"0",0
"465",13000,6000,15000,3000,6000,5000,2000,2000,2000,500,500,500,7600,39,513282,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,10,"0","0","0","0",0,"0","49",0,"0","0",54,54,2471,"17","32","3","0","0","0","0","2","2","2","1","0",96.875,"4",4,"0",0
"466",2000,2000,500,2000,500,500,500,500,500,500,500,500,6200,30,84124,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","393",10,"0","0",0,0,2456,"53","241","3","0","0","0","0","2","0","0","0","0",81.875,"17",4,"0",0
